,episode,steps,meanepreward,meaneplen,#parallel_run
504,504,2626000,-1267.9022639799512,200.0,0
505,505,2631200,-1265.8072432784752,200.0,0
506,506,2636400,-1262.833222809283,200.0,0
507,507,2641600,-1266.0570065424631,200.0,0
508,508,2646800,-1258.226276361705,200.0,0
509,509,2652000,-1282.8316547704753,200.0,0
510,510,2657200,-1232.2598945905722,200.0,0
511,511,2662400,-1274.3718861339783,200.0,0
512,512,2667600,-1274.9329871374307,200.0,0
513,513,2672800,-1260.957575343902,200.0,0
514,514,2678000,-1248.502560009852,200.0,0
515,515,2683200,-1274.031670083265,200.0,0
516,516,2688400,-1289.7459681186183,200.0,0
517,517,2693600,-1277.2842233021854,200.0,0
518,518,2698800,-1274.6737585606531,200.0,0
519,519,2704000,-1253.4808675063414,200.0,0
520,520,2709200,-1252.7182805435082,200.0,0
521,521,2714400,-1283.248593135398,200.0,0
522,522,2719600,-1266.1529423419695,200.0,0
523,523,2724800,-1254.0722268167642,200.0,0
524,524,2730000,-1251.450297560391,200.0,0
525,525,2735200,-1272.3285294851908,200.0,0
526,526,2740400,-1277.5538789855625,200.0,0
527,527,2745600,-1278.3649085926434,200.0,0
528,528,2750800,-1244.2469846334375,200.0,0
529,529,2756000,-1275.0143025541258,200.0,0
530,530,2761200,-1272.1085315246526,200.0,0
531,531,2766400,-1232.3810926119581,200.0,0
532,532,2771600,-1247.0263598211377,200.0,0
533,533,2776800,-1277.520550650833,200.0,0
534,534,2782000,-1261.8940794793803,200.0,0
535,535,2787200,-1277.1799458977841,200.0,0
536,536,2792400,-1277.1531369396605,200.0,0
537,537,2797600,-1267.811808480311,200.0,0
538,538,2802800,-1252.8596895917185,200.0,0
539,539,2808000,-1255.2314199253267,200.0,0
540,540,2813200,-1265.9342400079147,200.0,0
541,541,2818400,-1262.117634943142,200.0,0
542,542,2823600,-1262.1665549677405,200.0,0
543,543,2828800,-1279.3945618751704,200.0,0
544,544,2834000,-1275.741306236427,200.0,0
545,545,2839200,-1260.3371790553826,200.0,0
546,546,2844400,-1283.4586481224546,200.0,0
547,547,2849600,-1244.45118859106,200.0,0
548,548,2854800,-1250.6265775024162,200.0,0
549,549,2860000,-1260.2183056619078,200.0,0
550,550,2865200,-1271.3659030883007,200.0,0
551,551,2870400,-1229.598584540601,200.0,0
552,552,2875600,-1271.3834971599763,200.0,0
553,553,2880800,-1251.5378666443971,200.0,0
554,554,2886000,-1252.122635246934,200.0,0
555,555,2891200,-1228.4892957425186,200.0,0
556,556,2896400,-1259.6482963651558,200.0,0
557,557,2901600,-1274.344302035712,200.0,0
558,558,2906800,-1252.377154537293,200.0,0
559,559,2912000,-1278.1271060078639,200.0,0
560,560,2917200,-1288.8055247808686,200.0,0
561,561,2922400,-1255.7513164056677,200.0,0
562,562,2927600,-1266.404173147115,200.0,0
563,563,2932800,-1274.037045639775,200.0,0
564,564,2938000,-1248.7894019430094,200.0,0
565,565,2943200,-1285.5388834863695,200.0,0
566,566,2948400,-1285.6767907612973,200.0,0
567,567,2953600,-1257.4952557387676,200.0,0
568,568,2958800,-1276.00996578543,200.0,0
569,569,2964000,-1287.9326219130858,200.0,0
570,570,2969200,-1278.0608947910466,200.0,0
571,571,2974400,-1242.7812692715354,200.0,0
572,572,2979600,-1265.2399546544216,200.0,0
573,573,2984800,-1260.7354527525738,200.0,0
574,574,2990000,-1256.6770615159278,200.0,0
575,575,2995200,-1268.8489385650214,200.0,0
576,576,3000400,-1250.3080562260143,200.0,0
577,577,3005600,-1264.4383074512202,200.0,0
578,578,3010800,-1285.7707396229648,200.0,0
579,579,3016000,-1262.8089293622884,200.0,0
580,580,3021200,-1290.5574027408181,200.0,0
581,581,3026400,-1271.3020046236213,200.0,0
582,582,3031600,-1274.8912332882783,200.0,0
583,583,3036800,-1259.6815869496809,200.0,0
584,584,3042000,-1275.960000367094,200.0,0
585,585,3047200,-1290.8393564569512,200.0,0
586,586,3052400,-1271.9130482395942,200.0,0
587,587,3057600,-1278.4474658251893,200.0,0
588,588,3062800,-1264.2429447382322,200.0,0
589,589,3068000,-1280.6201530578676,200.0,0
590,590,3073200,-1263.895596263233,200.0,0
591,591,3078400,-1265.81024533199,200.0,0
592,592,3083600,-1249.0987363593233,200.0,0
593,593,3088800,-1267.9715897124238,200.0,0
594,594,3094000,-1276.611735401369,200.0,0
595,595,3099200,-1247.8072109548589,200.0,0
596,596,3104400,-1257.2916858032547,200.0,0
597,597,3109600,-1259.2834823389328,200.0,0
598,598,3114800,-1254.6603841030555,200.0,0
599,599,3120000,-1252.6105099622027,200.0,0
600,600,3125200,-1271.4084944692913,200.0,0
601,601,3130400,-1261.9284051225513,200.0,0
602,602,3135600,-1254.9759967281962,200.0,0
603,603,3140800,-1257.6147814412275,200.0,0
604,604,3146000,-1272.6572695229147,200.0,0
605,605,3151200,-1262.1637254634518,200.0,0
606,606,3156400,-1282.1933148940636,200.0,0
607,607,3161600,-1263.788721091171,200.0,0
608,608,3166800,-1245.410231191633,200.0,0
609,609,3172000,-1280.6167078077883,200.0,0
610,610,3177200,-1266.432771473595,200.0,0
611,611,3182400,-1269.6541405036269,200.0,0
612,612,3187600,-1292.3160731430207,200.0,0
613,613,3192800,-1249.719429990216,200.0,0
614,614,3198000,-1259.1213374627912,200.0,0
615,615,3203200,-1265.5891844679047,200.0,0
616,616,3208400,-1248.5488069911787,200.0,0
617,617,3213600,-1286.6533103579438,200.0,0
618,618,3218800,-1267.7391839762993,200.0,0
619,619,3224000,-1293.0442795404037,200.0,0
620,620,3229200,-1260.5650779189177,200.0,0
621,621,3234400,-1273.1778414229098,200.0,0
622,622,3239600,-1268.7104747689953,200.0,0
623,623,3244800,-1243.7812283029205,200.0,0
624,624,3250000,-1266.9528510229368,200.0,0
625,625,3255200,-1273.2953148604242,200.0,0
626,626,3260400,-1253.0367095816405,200.0,0
627,627,3265600,-1280.3853786671057,200.0,0
628,628,3270800,-1271.5664413343063,200.0,0
629,629,3276000,-1268.0015317699776,200.0,0
630,630,3281200,-1246.2496114274056,200.0,0
631,631,3286400,-1254.9416228619125,200.0,0
632,632,3291600,-1273.5646353296531,200.0,0
633,633,3296800,-1246.3572733628623,200.0,0
634,634,3302000,-1261.747722829804,200.0,0
635,635,3307200,-1270.8340051181224,200.0,0
636,636,3312400,-1251.2230227892942,200.0,0
637,637,3317600,-1281.7179552110638,200.0,0
638,638,3322800,-1252.6727236373363,200.0,0
639,639,3328000,-1281.1862753410555,200.0,0
640,640,3333200,-1270.4828527094198,200.0,0
641,641,3338400,-1232.1503883289633,200.0,0
642,642,3343600,-1275.7225749902038,200.0,0
643,643,3348800,-1284.5065755164712,200.0,0
644,644,3354000,-1266.078046550421,200.0,0
645,645,3359200,-1276.5122858050224,200.0,0
646,646,3364400,-1281.4630675512085,200.0,0
647,647,3369600,-1275.441821585166,200.0,0
648,648,3374800,-1293.9727418912248,200.0,0
649,649,3380000,-1274.6096198859814,200.0,0
650,650,3385200,-1290.8405633485088,200.0,0
651,651,3390400,-1289.9093411306628,200.0,0
652,652,3395600,-1258.5400177972126,200.0,0
653,653,3400800,-1268.857214032932,200.0,0
654,654,3406000,-1298.7413492645042,200.0,0
655,655,3411200,-1249.010847817721,200.0,0
656,656,3416400,-1280.5671179926853,200.0,0
657,657,3421600,-1304.7522742789456,200.0,0
658,658,3426800,-1248.8905121590647,200.0,0
659,659,3432000,-1296.5213606071009,200.0,0
660,660,3437200,-1288.850336929372,200.0,0
661,661,3442400,-1304.2112076165163,200.0,0
662,662,3447600,-1288.8149600871898,200.0,0
663,663,3452800,-1285.116212811167,200.0,0
664,664,3458000,-1296.9036320723676,200.0,0
665,665,3463200,-1297.8089272822226,200.0,0
666,666,3468400,-1300.506092966561,200.0,0
667,667,3473600,-1280.734234309504,200.0,0
668,668,3478800,-1293.3884796482089,200.0,0
669,669,3484000,-1278.1234530076579,200.0,0
670,670,3489200,-1289.408734224799,200.0,0
671,671,3494400,-1264.277245025947,200.0,0
672,672,3499600,-1299.090151560703,200.0,0
673,673,3504800,-1283.3385164318947,200.0,0
674,674,3510000,-1303.9651311751109,200.0,0
675,675,3515200,-1284.4045165494692,200.0,0
676,676,3520400,-1258.0637320482103,200.0,0
677,677,3525600,-1267.5518710590795,200.0,0
678,678,3530800,-1277.9531610465924,200.0,0
679,679,3536000,-1291.745746121064,200.0,0
680,680,3541200,-1276.122994126877,200.0,0
681,681,3546400,-1290.5657084967063,200.0,0
682,682,3551600,-1305.9436538795521,200.0,0
683,683,3556800,-1297.6015247884397,200.0,0
684,684,3562000,-1295.8655318469484,200.0,0
685,685,3567200,-1268.4586703084105,200.0,0
686,686,3572400,-1294.4004756112117,200.0,0
687,687,3577600,-1300.4093201894716,200.0,0
688,688,3582800,-1268.1443785076258,200.0,0
689,689,3588000,-1299.7172045017217,200.0,0
690,690,3593200,-1303.0537608335499,200.0,0
691,691,3598400,-1308.1308711900344,200.0,0
692,692,3603600,-1308.0900878643993,200.0,0
693,693,3608800,-1285.3715504149536,200.0,0
694,694,3614000,-1245.400202727511,200.0,0
695,695,3619200,-1281.9143005483706,200.0,0
696,696,3624400,-1284.4246835731747,200.0,0
697,697,3629600,-1274.3846216030774,200.0,0
698,698,3634800,-1273.0424558514785,200.0,0
699,699,3640000,-1281.1713791838747,200.0,0
700,700,3645200,-1309.9645555771958,200.0,0
701,701,3650400,-1303.7178866106576,200.0,0
702,702,3655600,-1315.1950032966956,200.0,0
703,703,3660800,-1297.9687528613829,200.0,0
704,704,3666000,-1302.372315035119,200.0,0
705,705,3671200,-1296.9772546263941,200.0,0
706,706,3676400,-1242.17075404863,200.0,0
707,707,3681600,-1302.303671427368,200.0,0
708,708,3686800,-1305.627786663094,200.0,0
709,709,3692000,-1291.8994843886003,200.0,0
710,710,3697200,-1311.5105474738668,200.0,0
711,711,3702400,-1315.0484840980882,200.0,0
712,712,3707600,-1302.1811555681868,200.0,0
713,713,3712800,-1283.7558460075534,200.0,0
714,714,3718000,-1303.451727046783,200.0,0
715,715,3723200,-1296.2183369894572,200.0,0
716,716,3728400,-1292.9586211192504,200.0,0
717,717,3733600,-1273.3795491114442,200.0,0
718,718,3738800,-1287.8594100332834,200.0,0
719,719,3744000,-1309.2028741513786,200.0,0
720,720,3749200,-1316.0396354989157,200.0,0
721,721,3754400,-1284.9777287053791,200.0,0
722,722,3759600,-1314.5469510370808,200.0,0
723,723,3764800,-1314.6442866440427,200.0,0
724,724,3770000,-1291.332181996284,200.0,0
725,725,3775200,-1316.7528757461741,200.0,0
726,726,3780400,-1295.4221976089684,200.0,0
727,727,3785600,-1311.7935201417672,200.0,0
728,728,3790800,-1320.777154748951,200.0,0
729,729,3796000,-1307.9702956603126,200.0,0
730,730,3801200,-1310.2260317568093,200.0,0
731,731,3806400,-1301.8084748785832,200.0,0
732,732,3811600,-1311.6887213816403,200.0,0
733,733,3816800,-1297.7056904262968,200.0,0
734,734,3822000,-1320.1971304133726,200.0,0
735,735,3827200,-1306.0621704996106,200.0,0
736,736,3832400,-1286.7645876253432,200.0,0
737,737,3837600,-1315.9450190930995,200.0,0
738,738,3842800,-1306.0015188509258,200.0,0
739,739,3848000,-1309.9873559327607,200.0,0
740,740,3853200,-1299.258700237471,200.0,0
741,741,3858400,-1288.766272599817,200.0,0
742,742,3863600,-1287.2359242519253,200.0,0
743,743,3868800,-1283.00473511975,200.0,0
744,744,3874000,-1289.3628690211508,200.0,0
745,745,3879200,-1311.115328504796,200.0,0
746,746,3884400,-1279.1329453683004,200.0,0
747,747,3889600,-1302.7248465469793,200.0,0
748,748,3894800,-1304.7724245076788,200.0,0
749,749,3900000,-1309.3270032199916,200.0,0
750,750,3905200,-1307.3228581604042,200.0,0
751,751,3910400,-1317.6483900718545,200.0,0
752,752,3915600,-1318.2132624920716,200.0,0
753,753,3920800,-1314.1053612533212,200.0,0
754,754,3926000,-1305.9936081739484,200.0,0
755,755,3931200,-1311.0287346112489,200.0,0
756,756,3936400,-1314.2988843014787,200.0,0
757,757,3941600,-1309.5904420448203,200.0,0
758,758,3946800,-1298.327037558196,200.0,0
759,759,3952000,-1300.7103694480927,200.0,0
760,760,3957200,-1309.9790533617866,200.0,0
761,761,3962400,-1298.9179314217529,200.0,0
762,762,3967600,-1299.76144316825,200.0,0
763,763,3972800,-1307.9988193093823,200.0,0
764,764,3978000,-1290.000220164335,200.0,0
765,765,3983200,-1289.1400087626598,200.0,0
766,766,3988400,-1291.119363546077,200.0,0
767,767,3993600,-1303.2653964765416,200.0,0
768,768,3998800,-1306.3803985198406,200.0,0
769,769,4004000,-1302.3329357729517,200.0,0
770,770,4009200,-1309.351357872095,200.0,0
771,771,4014400,-1291.5044698350941,200.0,0
772,772,4019600,-1311.3177900717565,200.0,0
773,773,4024800,-1306.377631548723,200.0,0
774,774,4030000,-1316.7567724127844,200.0,0
775,775,4035200,-1298.971206908255,200.0,0
776,776,4040400,-1301.4929012452692,200.0,0
777,777,4045600,-1305.5239633802344,200.0,0
778,778,4050800,-1311.5436097871902,200.0,0
779,779,4056000,-1309.6129510400367,200.0,0
780,780,4061200,-1308.5577123041116,200.0,0
781,781,4066400,-1303.3840378328389,200.0,0
782,782,4071600,-1314.2900287965297,200.0,0
783,783,4076800,-1307.7457228525275,200.0,0
784,784,4082000,-1286.1045793859246,200.0,0
785,785,4087200,-1317.8935795626128,200.0,0
786,786,4092400,-1305.4947550547306,200.0,0
787,787,4097600,-1296.0571781602996,200.0,0
788,788,4102800,-1320.3500993332034,200.0,0
789,789,4108000,-1330.2403406052063,200.0,0
790,790,4113200,-1313.1564548926906,200.0,0
791,791,4118400,-1313.6649389558372,200.0,0
792,792,4123600,-1306.1260616009547,200.0,0
793,793,4128800,-1325.1825155288482,200.0,0
794,794,4134000,-1307.4578181048319,200.0,0
795,795,4139200,-1285.9232807733922,200.0,0
796,796,4144400,-1310.5463913935414,200.0,0
797,797,4149600,-1300.3427289954861,200.0,0
798,798,4154800,-1319.5248948689925,200.0,0
799,799,4160000,-1289.756782248734,200.0,0
800,800,4165200,-1309.5284966299816,200.0,0
801,801,4170400,-1318.8313851296646,200.0,0
802,802,4175600,-1307.8104255391688,200.0,0
803,803,4180800,-1303.3952882084332,200.0,0
804,804,4186000,-1319.7701517447315,200.0,0
805,805,4191200,-1287.6171365804328,200.0,0
806,806,4196400,-1293.1656291025004,200.0,0
807,807,4201600,-1276.58392583048,200.0,0
808,808,4206800,-1329.4452779490816,200.0,0
809,809,4212000,-1303.3654989535112,200.0,0
810,810,4217200,-1318.7650916599273,200.0,0
811,811,4222400,-1310.485071797376,200.0,0
812,812,4227600,-1309.815529355877,200.0,0
813,813,4232800,-1290.9279708276476,200.0,0
814,814,4238000,-1305.7768787397047,200.0,0
815,815,4243200,-1314.0757784893974,200.0,0
816,816,4248400,-1316.4951742553824,200.0,0
817,817,4253600,-1301.4118604259224,200.0,0
818,818,4258800,-1295.7403145193812,200.0,0
819,819,4264000,-1307.7057996950325,200.0,0
820,820,4269200,-1328.8477570875173,200.0,0
821,821,4274400,-1325.393103511957,200.0,0
822,822,4279600,-1315.4518488380236,200.0,0
823,823,4284800,-1299.3482937749152,200.0,0
824,824,4290000,-1311.9357636749276,200.0,0
825,825,4295200,-1333.2058956267194,200.0,0
826,826,4300400,-1307.6146979178848,200.0,0
827,827,4305600,-1309.4664505354447,200.0,0
828,828,4310800,-1292.3327544129604,200.0,0
829,829,4316000,-1302.0164453035718,200.0,0
830,830,4321200,-1305.0150655809525,200.0,0
831,831,4326400,-1333.756424389565,200.0,0
832,832,4331600,-1323.3050957052542,200.0,0
833,833,4336800,-1321.3776820804144,200.0,0
834,834,4342000,-1329.864388418738,200.0,0
835,835,4347200,-1298.5598646278947,200.0,0
836,836,4352400,-1293.2550725858587,200.0,0
837,837,4357600,-1290.1651909509467,200.0,0
838,838,4362800,-1294.730844249882,200.0,0
839,839,4368000,-1332.153823768117,200.0,0
840,840,4373200,-1319.0091513798159,200.0,0
841,841,4378400,-1317.9905222032603,200.0,0
842,842,4383600,-1326.9741838739303,200.0,0
843,843,4388800,-1301.2075917338966,200.0,0
844,844,4394000,-1300.3486374410472,200.0,0
845,845,4399200,-1311.585418168578,200.0,0
846,846,4404400,-1332.4532629402702,200.0,0
847,847,4409600,-1324.8917562581364,200.0,0
848,848,4414800,-1313.2322191697738,200.0,0
849,849,4420000,-1315.2048151224567,200.0,0
850,850,4425200,-1301.5023305392415,200.0,0
851,851,4430400,-1331.3873353190777,200.0,0
852,852,4435600,-1322.0181543386982,200.0,0
853,853,4440800,-1316.7491735290712,200.0,0
854,854,4446000,-1318.880407582274,200.0,0
855,855,4451200,-1319.0580891651648,200.0,0
856,856,4456400,-1304.1165424332614,200.0,0
857,857,4461600,-1328.5102829454017,200.0,0
858,858,4466800,-1317.3793556263715,200.0,0
859,859,4472000,-1309.9429925423165,200.0,0
860,860,4477200,-1313.5530259227312,200.0,0
861,861,4482400,-1303.0859383576217,200.0,0
862,862,4487600,-1293.786776719143,200.0,0
863,863,4492800,-1323.6218644785,200.0,0
864,864,4498000,-1317.2953194767006,200.0,0
865,865,4503200,-1302.2358874213178,200.0,0
866,866,4508400,-1321.6912084766498,200.0,0
867,867,4513600,-1298.7565515531799,200.0,0
868,868,4518800,-1327.2546969955229,200.0,0
869,869,4524000,-1321.3445191476796,200.0,0
870,870,4529200,-1309.5189538678626,200.0,0
871,871,4534400,-1299.145380423623,200.0,0
872,872,4539600,-1311.9068932929529,200.0,0
873,873,4544800,-1316.664597090237,200.0,0
874,874,4550000,-1295.5868293970416,200.0,0
875,875,4555200,-1314.65560254536,200.0,0
876,876,4560400,-1329.993218916249,200.0,0
877,877,4565600,-1321.7124252570877,200.0,0
878,878,4570800,-1308.0790207001735,200.0,0
879,879,4576000,-1320.169498474781,200.0,0
880,880,4581200,-1324.8891401941328,200.0,0
881,881,4586400,-1324.4008168183357,200.0,0
882,882,4591600,-1313.1238964879494,200.0,0
883,883,4596800,-1289.0203109756114,200.0,0
884,884,4602000,-1311.7906430416938,200.0,0
885,885,4607200,-1306.4385411577496,200.0,0
886,886,4612400,-1313.2254762369173,200.0,0
887,887,4617600,-1327.357360293046,200.0,0
888,888,4622800,-1314.7681607841498,200.0,0
889,889,4628000,-1326.5953234810772,200.0,0
890,890,4633200,-1295.7063600647407,200.0,0
891,891,4638400,-1328.6891694208666,200.0,0
892,892,4643600,-1321.8291352061801,200.0,0
893,893,4648800,-1333.7986880828635,200.0,0
894,894,4654000,-1318.7549897355855,200.0,0
895,895,4659200,-1330.7771821738731,200.0,0
896,896,4664400,-1296.7073189244948,200.0,0
897,897,4669600,-1319.374312699806,200.0,0
898,898,4674800,-1332.5767953250522,200.0,0
899,899,4680000,-1318.630556183019,200.0,0
900,900,4685200,-1333.8132076738648,200.0,0
901,901,4690400,-1324.2326456010246,200.0,0
902,902,4695600,-1320.7314201081617,200.0,0
903,903,4700800,-1323.8503502421029,200.0,0
904,904,4706000,-1320.4018230059132,200.0,0
905,905,4711200,-1331.973335021377,200.0,0
906,906,4716400,-1317.362821691625,200.0,0
907,907,4721600,-1324.98837727505,200.0,0
908,908,4726800,-1314.7547219107207,200.0,0
909,909,4732000,-1309.2246980036045,200.0,0
910,910,4737200,-1318.1614496848874,200.0,0
911,911,4742400,-1301.4085382497974,200.0,0
912,912,4747600,-1317.446541399496,200.0,0
913,913,4752800,-1311.221035017733,200.0,0
914,914,4758000,-1322.708834183156,200.0,0
915,915,4763200,-1301.1732988978993,200.0,0
916,916,4768400,-1309.056684762614,200.0,0
917,917,4773600,-1315.2237116318984,200.0,0
918,918,4778800,-1314.9538754158953,200.0,0
919,919,4784000,-1313.5415774859305,200.0,0
920,920,4789200,-1323.998916131288,200.0,0
921,921,4794400,-1314.9802907705948,200.0,0
922,922,4799600,-1323.7227168048837,200.0,0
923,923,4804800,-1333.8107841060375,200.0,0
924,924,4810000,-1303.3762536973595,200.0,0
925,925,4815200,-1313.8553242908781,200.0,0
926,926,4820400,-1322.240537075898,200.0,0
927,927,4825600,-1323.6369036329952,200.0,0
928,928,4830800,-1324.1743426190246,200.0,0
929,929,4836000,-1320.5436092873465,200.0,0
930,930,4841200,-1315.6464031689852,200.0,0
931,931,4846400,-1294.1646029139092,200.0,0
932,932,4851600,-1321.9394830398362,200.0,0
933,933,4856800,-1330.3926024206328,200.0,0
934,934,4862000,-1302.3299522334214,200.0,0
935,935,4867200,-1328.1410128792256,200.0,0
936,936,4872400,-1322.9407552832552,200.0,0
937,937,4877600,-1331.309489768548,200.0,0
938,938,4882800,-1311.7949973920547,200.0,0
939,939,4888000,-1310.594538271352,200.0,0
940,940,4893200,-1329.7108843437309,200.0,0
941,941,4898400,-1314.3483690934902,200.0,0
942,942,4903600,-1312.8713483593297,200.0,0
943,943,4908800,-1313.0123738489278,200.0,0
944,944,4914000,-1300.97193645825,200.0,0
945,945,4919200,-1332.029342461169,200.0,0
946,946,4924400,-1319.011057476498,200.0,0
947,947,4929600,-1333.9508291361947,200.0,0
948,948,4934800,-1303.3443663716118,200.0,0
949,949,4940000,-1320.2619961388405,200.0,0
950,950,4945200,-1323.0546231378275,200.0,0
951,951,4950400,-1307.4535538319383,200.0,0
952,952,4955600,-1327.1747685977814,200.0,0
953,953,4960800,-1333.3839590182288,200.0,0
954,954,4966000,-1320.4888168424334,200.0,0
955,955,4971200,-1332.24255166832,200.0,0
956,956,4976400,-1334.1300653833207,200.0,0
957,957,4981600,-1289.9420600215403,200.0,0
958,958,4986800,-1326.8963580272382,200.0,0
959,959,4992000,-1310.9920834806207,200.0,0
960,960,4997200,-1311.1042720062042,200.0,0
961,961,5002400,-1330.7480749794752,200.0,0
962,962,5007600,-1305.0846657449306,200.0,0
963,963,5012800,-1326.1956883739394,200.0,0
964,964,5018000,-1288.8217526873332,200.0,0
965,965,5023200,-1320.6571119417595,200.0,0
966,966,5028400,-1320.073866284417,200.0,0
967,967,5033600,-1325.0381618331592,200.0,0
968,968,5038800,-1325.1343398402846,200.0,0
969,969,5044000,-1328.9378990497532,200.0,0
970,970,5049200,-1315.1430219784759,200.0,0
971,971,5054400,-1319.612582221332,200.0,0
972,972,5059600,-1307.1488032390841,200.0,0
973,973,5064800,-1324.6073166981964,200.0,0
974,974,5070000,-1330.8930061207632,200.0,0
975,975,5075200,-1314.6329537783977,200.0,0
976,976,5080400,-1312.409005645952,200.0,0
977,977,5085600,-1324.0673636115453,200.0,0
978,978,5090800,-1327.850771877244,200.0,0
979,979,5096000,-1332.26420642617,200.0,0
980,980,5101200,-1331.1796746158552,200.0,0
981,981,5106400,-1332.1814025862923,200.0,0
982,982,5111600,-1333.9112472231618,200.0,0
983,983,5116800,-1325.9331969740072,200.0,0
984,984,5122000,-1322.3346139854864,200.0,0
985,985,5127200,-1314.4284634456012,200.0,0
986,986,5132400,-1325.6318946126253,200.0,0
987,987,5137600,-1314.6818231067082,200.0,0
988,988,5142800,-1314.5201031269473,200.0,0
989,989,5148000,-1332.1649714686573,200.0,0
990,990,5153200,-1315.8171607808245,200.0,0
991,991,5158400,-1312.7142296656796,200.0,0
992,992,5163600,-1309.573492188697,200.0,0
993,993,5168800,-1319.2274809284572,200.0,0
994,994,5174000,-1324.8888859134763,200.0,0
995,995,5179200,-1319.8732569833758,200.0,0
996,996,5184400,-1328.3687111401769,200.0,0
997,997,5189600,-1320.7008307585604,200.0,0
998,998,5194800,-1323.6431789805388,200.0,0
999,999,5200000,-1322.7430155450882,200.0,0
